id,housing,loan,default
34102,no,no,no
34103,no,no,no
34104,yes,no,no
34105,yes,no,no
34106,yes,no,no
34107,no,no,no
34108,,,no
34109,yes,no,no
34110,yes,no,no
34111,yes,no,no
34112,no,no,no
34113,no,yes,no
34114,no,no,no
34115,yes,no,no
34116,no,yes,no
34117,yes,no,no
34118,yes,yes,no
34119,yes,no,no
34120,no,no,no
34121,yes,no,
34122,yes,no,no
34123,yes,no,no
34124,yes,no,no
34125,yes,no,
34126,no,yes,no
34127,yes,no,no
34128,no,no,no
34129,yes,no,no
34130,yes,no,
34131,no,no,no
34132,,,no
34133,no,no,
34134,yes,no,no
34135,yes,yes,
34136,yes,no,no
34137,no,no,no
34138,yes,no,no
34139,yes,yes,no
34140,yes,no,no
34141,no,no,no
34142,no,no,
34143,no,yes,no
34144,yes,no,no
34145,no,no,no
34146,yes,no,
34147,yes,no,no
34148,,,no
34149,yes,no,no
34150,no,no,
34151,yes,no,no
34152,yes,yes,no
34153,no,yes,no
34154,yes,yes,no
34155,no,no,no
34156,yes,no,no
34157,yes,no,no
34158,yes,yes,no
34159,no,no,no
34160,no,no,no
34161,yes,no,no
34162,no,yes,
34163,yes,no,no
34164,no,no,no
34165,no,no,no
34166,no,no,no
34167,yes,no,no
34168,yes,no,
34169,no,no,no
34170,no,no,no
34171,yes,no,no
34172,yes,no,no
34173,no,no,no
34174,no,no,no
34175,no,no,no
34176,no,no,
34177,yes,no,no
34178,no,no,
34179,no,no,no
34180,no,no,
34181,yes,no,no
34182,yes,no,no
34183,no,no,no
34184,yes,no,no
34185,yes,no,no
34186,yes,no,no
34187,no,yes,no
34188,yes,no,
34189,no,no,no
34190,no,no,no
34191,yes,no,no
34192,no,yes,no
34193,yes,no,no
34194,no,yes,no
34195,no,no,no
34196,yes,no,no
34197,yes,no,no
34198,no,yes,no
34199,no,yes,no
34200,no,no,
34201,yes,no,
34202,yes,no,no
34203,yes,no,no
34204,no,yes,no
34205,no,no,no
34206,yes,no,no
34207,yes,no,
34208,yes,no,no
34209,no,yes,no
34210,no,yes,no
34211,yes,no,no
34212,no,no,no
34213,no,no,no
34214,no,no,no
34215,yes,no,no
34216,yes,no,no
34217,no,no,no
34218,no,no,no
34219,no,no,
34220,no,no,no
34221,yes,yes,no
34222,yes,no,
34223,no,no,no
34224,yes,no,
34225,yes,yes,no
34226,yes,no,no
34227,no,no,no
34228,no,yes,no
34229,no,no,
34230,no,no,no
34231,no,no,no
34232,no,no,no
34233,no,no,no
34234,no,no,no
34235,yes,no,
34236,no,no,no
34237,yes,no,no
34238,yes,yes,no
34239,no,no,no
34240,no,yes,no
34241,yes,no,
34242,yes,no,no
34243,no,no,no
34244,yes,no,no
34245,yes,no,no
34246,yes,no,
34247,no,no,no
34248,yes,no,no
34249,yes,yes,no
34250,no,no,no
34251,yes,no,no
34252,yes,yes,no
34253,yes,no,no
34254,no,no,no
34255,yes,no,no
34256,no,no,no
34257,yes,no,no
34258,yes,no,no
34259,yes,no,
34260,no,no,
34261,yes,no,no
34262,no,no,no
34263,no,yes,no
34264,yes,yes,
34265,yes,no,
34266,yes,no,no
34267,,,no
34268,yes,no,no
34269,yes,no,no
34270,yes,no,no
34271,yes,no,no
34272,yes,no,no
34273,yes,no,no
34274,yes,yes,
34275,no,no,no
34276,no,yes,no
34277,no,yes,no
34278,yes,no,
34279,no,no,no
34280,yes,no,no
34281,yes,no,no
34282,no,no,
34283,yes,no,no
34284,no,no,no
34285,yes,no,
34286,no,no,no
34287,no,no,
34288,no,no,no
34289,no,no,no
34290,no,no,
34291,yes,no,no
34292,no,no,
34293,yes,no,
34294,no,no,no
34295,yes,no,no
34296,yes,no,no
34297,no,no,no
34298,no,no,no
34299,,,no
34300,no,no,no
34301,yes,yes,no
34302,yes,no,no
34303,yes,no,no
34304,yes,yes,no
34305,yes,yes,no
34306,yes,yes,no
34307,no,no,no
34308,no,no,no
34309,yes,yes,no
34310,no,no,no
34311,yes,no,no
34312,yes,no,no
34313,no,no,
34314,yes,no,
34315,yes,yes,no
34316,yes,yes,no
34317,yes,yes,no
34318,yes,no,no
34319,yes,no,no
34320,no,no,no
34321,yes,no,no
34322,no,no,no
34323,no,no,no
34324,no,no,no
34325,no,no,
34326,no,no,
34327,no,no,no
34328,no,no,no
34329,yes,no,no
34330,no,no,
34331,no,no,no
34332,yes,no,no
34333,yes,no,no
34334,yes,yes,
34335,yes,no,no
34336,yes,no,no
34337,no,no,
34338,yes,no,no
34339,no,no,no
34340,yes,no,no
34341,no,no,no
34342,no,yes,no
34343,no,yes,no
34344,no,no,no
34345,yes,no,
34346,yes,no,no
34347,no,no,no
34348,no,no,no
34349,yes,yes,no
34350,no,no,no
34351,no,yes,no
34352,no,no,
34353,no,yes,no
34354,yes,no,
34355,no,no,no
34356,yes,no,no
34357,yes,no,no
34358,yes,no,no
34359,yes,no,no
34360,,,no
34361,yes,no,no
34362,yes,no,no
34363,yes,yes,no
34364,no,no,no
34365,no,no,
34366,yes,no,no
34367,yes,no,no
34368,yes,no,
34369,yes,no,
34370,yes,yes,no
34371,no,no,no
34372,yes,no,no
34373,no,no,no
34374,no,no,no
34375,no,no,no
34376,yes,no,no
34377,no,no,no
34378,yes,no,no
34379,no,no,
34380,yes,yes,no
34381,no,no,no
34382,yes,no,no
34383,no,no,no
34384,no,no,no
34385,yes,no,no
34386,no,yes,no
34387,no,no,no
34388,no,yes,no
34389,no,no,no
34390,no,no,no
34391,no,no,no
34392,no,yes,no
34393,yes,no,
34394,no,yes,no
34395,yes,no,
34396,yes,yes,no
34397,yes,no,no
34398,yes,no,no
34399,yes,no,no
34400,no,no,no
34401,no,no,
34402,no,no,no
34403,yes,no,
34404,no,no,no
34405,yes,no,no
34406,yes,yes,no
34407,no,no,no
34408,no,no,
34409,yes,no,no
34410,yes,no,no
34411,no,no,no
34412,no,no,no
34413,no,no,no
34414,yes,no,no
34415,no,no,no
34416,yes,no,no
34417,no,no,no
34418,no,no,
34419,yes,no,no
34420,yes,no,no
34421,no,no,
34422,yes,yes,no
34423,yes,no,no
34424,no,no,no
34425,no,yes,no
34426,no,no,no
34427,yes,yes,
34428,yes,no,no
34429,no,yes,no
34430,yes,no,
34431,yes,no,no
34432,no,no,no
34433,no,no,no
34434,no,no,no
34435,yes,no,no
34436,no,no,no
34437,yes,no,no
34438,yes,no,no
34439,no,no,no
34440,yes,no,no
34441,yes,no,no
34442,no,no,no
34443,yes,yes,
34444,no,no,no
34445,no,no,no
34446,yes,no,no
34447,yes,yes,no
34448,yes,no,no
34449,no,no,
34450,yes,yes,no
34451,no,yes,no
34452,yes,no,
34453,no,no,no
34454,no,no,no
34455,yes,no,
34456,yes,yes,no
34457,no,no,no
34458,no,no,no
34459,yes,no,no
34460,no,no,no
34461,no,no,no
34462,no,no,no
34463,yes,no,no
34464,yes,no,no
34465,no,no,no
34466,yes,no,no
34467,no,yes,no
34468,no,no,no
34469,no,no,no
34470,no,no,no
34471,no,no,
34472,yes,no,no
34473,no,no,no
34474,no,no,no
34475,yes,yes,no
34476,yes,no,no
34477,yes,no,no
34478,no,no,no
34479,yes,no,no
34480,no,no,
34481,no,no,no
34482,yes,no,no
34483,yes,no,no
34484,yes,no,no
34485,no,no,no
34486,yes,yes,no
34487,yes,no,no
34488,,,no
34489,no,yes,no
34490,no,no,no
34491,yes,yes,no
34492,no,no,no
34493,yes,no,no
34494,yes,no,no
34495,no,no,no
34496,yes,no,no
34497,yes,no,no
34498,no,no,no
34499,no,no,no
34500,no,yes,
34501,no,yes,no
34502,yes,no,no
34503,yes,no,no
34504,yes,no,no
34505,no,no,
34506,no,no,no
34507,no,no,no
34508,yes,no,no
34509,yes,yes,no
34510,yes,no,no
34511,yes,no,no
34512,yes,no,
34513,yes,no,
34514,yes,no,no
34515,yes,no,no
34516,no,no,no
34517,no,no,no
34518,no,no,no
34519,no,no,no
34520,yes,no,no
34521,no,no,no
34522,yes,yes,no
34523,yes,no,no
34524,,,no
34525,yes,no,no
34526,yes,no,no
34527,yes,no,no
34528,no,no,no
34529,yes,no,no
34530,no,no,
34531,no,no,no
34532,yes,no,no
34533,yes,yes,
34534,no,no,no
34535,no,no,no
34536,yes,no,no
34537,no,no,no
34538,yes,no,
34539,yes,no,
34540,yes,no,no
34541,no,yes,no
34542,no,no,no
34543,yes,no,no
34544,yes,no,no
34545,yes,no,no
34546,no,no,no
34547,,,no
34548,yes,no,no
34549,yes,no,
34550,yes,no,no
34551,yes,no,no
34552,yes,no,no
34553,yes,no,no
34554,yes,no,no
34555,yes,no,no
34556,yes,no,no
34557,no,no,no
34558,no,no,no
34559,no,no,no
34560,,,no
34561,,,no
34562,no,no,no
34563,yes,no,no
34564,yes,no,
34565,yes,no,no
34566,no,no,
34567,yes,no,no
34568,no,no,no
34569,yes,no,
34570,no,no,no
34571,no,no,no
34572,yes,no,no
34573,yes,no,no
34574,yes,no,
34575,yes,no,no
34576,no,no,no
34577,no,no,no
34578,no,no,no
34579,yes,no,no
34580,yes,no,no
34581,yes,no,no
34582,yes,no,no
34583,yes,no,no
34584,yes,no,no
34585,yes,no,no
34586,no,no,no
34587,yes,no,no
34588,yes,no,no
34589,no,no,no
34590,yes,no,no
34591,yes,no,no
34592,yes,no,no
34593,yes,no,no
34594,yes,no,no
34595,no,no,no
34596,no,no,no
34597,no,yes,no
34598,yes,yes,no
34599,yes,yes,no
34600,yes,no,no
34601,yes,yes,no
34602,no,no,no
34603,yes,no,no
34604,no,no,no
34605,no,no,no
34606,yes,no,no
34607,yes,no,no
34608,yes,no,no
34609,,,no
34610,yes,no,no
34611,yes,yes,no
34612,no,no,
34613,yes,yes,no
34614,yes,no,no
34615,yes,no,no
34616,no,no,no
34617,no,no,no
34618,no,no,
34619,,,
34620,yes,no,no
34621,yes,yes,no
34622,yes,no,no
34623,no,no,no
34624,yes,yes,no
34625,yes,no,no
34626,yes,yes,no
34627,yes,no,no
34628,yes,no,no
34629,no,no,no
34630,yes,no,no
34631,no,no,no
34632,yes,no,no
34633,no,no,no
34634,yes,no,no
34635,yes,yes,
34636,yes,no,no
34637,yes,yes,no
34638,yes,no,
34639,yes,no,no
34640,yes,no,no
34641,no,no,no
34642,no,yes,no
34643,no,no,no
34644,no,no,no
34645,yes,no,no
34646,yes,yes,no
34647,yes,yes,no
34648,yes,no,no
34649,yes,no,no
34650,yes,no,no
34651,yes,no,no
34652,,,no
34653,yes,no,no
34654,no,no,no
34655,no,no,no
34656,no,no,no
34657,,,no
34658,yes,no,no
34659,no,no,no
34660,no,yes,no
34661,no,yes,no
34662,no,no,no
34663,yes,no,no
34664,yes,no,
34665,no,yes,no
34666,yes,no,no
34667,yes,no,no
34668,no,no,no
34669,no,no,no
34670,yes,no,no
34671,yes,no,no
34672,no,yes,
34673,no,yes,no
34674,yes,no,no
34675,no,no,no
34676,yes,no,no
34677,yes,no,no
34678,yes,no,no
34679,no,no,no
34680,no,no,no
34681,no,no,no
34682,no,yes,no
34683,yes,no,
34684,yes,no,
34685,no,no,no
34686,yes,no,no
34687,yes,no,
34688,yes,no,no
34689,yes,yes,no
34690,no,no,no
34691,yes,yes,no
34692,yes,yes,
34693,no,yes,
34694,yes,yes,
34695,yes,no,no
34696,yes,no,no
34697,no,yes,
34698,no,no,no
34699,,,no
34700,yes,yes,no
34701,yes,no,no
34702,no,no,no
34703,no,no,no
34704,yes,no,no
34705,,,no
34706,yes,yes,no
34707,no,no,no
34708,yes,no,no
34709,yes,no,no
34710,yes,no,no
34711,yes,no,no
34712,yes,no,no
34713,yes,no,no
34714,yes,no,no
34715,yes,no,no
34716,no,yes,
34717,yes,no,no
34718,yes,no,no
34719,yes,no,no
34720,yes,no,no
34721,yes,no,no
34722,yes,no,no
34723,no,no,no
34724,no,no,no
34725,no,no,no
34726,yes,no,no
34727,yes,no,
34728,yes,no,no
34729,no,yes,no
34730,yes,yes,no
34731,no,no,no
34732,no,yes,no
34733,no,no,
34734,no,no,no
34735,yes,no,no
34736,yes,no,no
34737,yes,no,no
34738,no,no,
34739,yes,no,
34740,no,no,no
34741,no,no,no
34742,yes,no,no
34743,no,no,no
34744,no,no,
34745,yes,no,no
34746,yes,no,
34747,yes,yes,no
34748,no,no,no
34749,no,yes,no
34750,yes,yes,no
34751,yes,no,no
34752,no,no,no
34753,yes,yes,
34754,no,no,no
34755,yes,no,no
34756,yes,no,no
34757,yes,no,
34758,no,yes,
34759,yes,no,no
34760,no,no,no
34761,yes,yes,
34762,yes,no,
34763,yes,no,no
34764,yes,no,
34765,yes,no,no
34766,yes,no,no
34767,no,no,no
34768,yes,no,no
34769,no,no,no
34770,no,no,no
34771,yes,no,no
34772,no,no,
34773,no,no,no
34774,yes,yes,no
34775,yes,no,no
34776,no,no,no
34777,yes,no,no
34778,no,no,no
34779,yes,no,no
34780,no,no,no
34781,no,yes,
34782,no,no,no
34783,yes,yes,no
34784,no,yes,no
34785,yes,no,no
34786,no,no,no
34787,no,no,no
34788,no,yes,no
34789,yes,yes,
34790,no,yes,no
34791,yes,yes,
34792,yes,no,no
34793,yes,yes,no
34794,yes,no,
34795,yes,yes,no
34796,yes,no,no
34797,no,no,no
34798,yes,no,no
34799,yes,no,no
34800,yes,no,no
34801,yes,no,no
34802,no,no,no
34803,no,no,
34804,no,no,no
34805,no,no,no
34806,no,no,no
34807,no,yes,
34808,no,no,no
34809,yes,no,
34810,yes,no,no
34811,yes,yes,no
34812,no,no,no
34813,yes,no,no
34814,no,no,
34815,yes,no,no
34816,yes,no,no
34817,no,yes,no
34818,yes,no,no
34819,no,yes,no
34820,yes,no,no
34821,no,no,
34822,yes,no,no
34823,yes,yes,no
34824,yes,no,
34825,yes,yes,no
34826,no,no,no
34827,,,
34828,no,yes,no
34829,no,no,no
34830,yes,yes,no
34831,yes,no,no
34832,yes,no,no
34833,yes,no,no
34834,yes,no,no
34835,yes,no,no
34836,no,no,no
34837,yes,no,
34838,no,yes,no
34839,yes,no,no
34840,no,no,no
34841,no,no,no
34842,no,no,no
34843,yes,yes,no
34844,yes,yes,no
34845,no,no,no
34846,yes,no,no
34847,yes,no,no
34848,yes,no,no
34849,,,no
34850,yes,yes,no
34851,yes,no,no
34852,yes,yes,no
34853,no,no,no
34854,yes,yes,no
34855,no,no,no
34856,no,no,no
34857,yes,no,no
34858,yes,no,no
34859,,,no
34860,no,no,no
34861,no,no,no
34862,yes,no,no
34863,yes,no,no
34864,yes,no,no
34865,yes,no,no
34866,yes,no,no
34867,yes,no,no
34868,yes,no,no
34869,yes,no,no
34870,yes,no,no
34871,no,no,no
34872,yes,no,no
34873,yes,no,no
34874,no,no,no
34875,yes,yes,
34876,yes,no,no
34877,yes,no,no
34878,yes,no,no
34879,no,no,no
34880,no,no,no
34881,yes,yes,no
34882,yes,no,no
34883,yes,no,no
34884,yes,no,no
34885,yes,yes,no
34886,no,no,
34887,no,no,no
34888,yes,no,no
34889,yes,no,
34890,yes,no,no
34891,no,no,no
34892,yes,no,no
34893,no,no,no
34894,yes,no,no
34895,no,no,no
34896,yes,no,
34897,yes,yes,no
34898,yes,yes,no
34899,yes,no,no
34900,yes,no,no
34901,yes,no,
34902,no,no,no
34903,yes,no,no
34904,no,no,no
34905,no,no,no
34906,no,no,
34907,no,no,no
34908,no,no,no
34909,yes,no,no
34910,yes,no,no
34911,yes,no,no
34912,no,no,no
34913,yes,no,no
34914,yes,no,no
34915,no,no,no
34916,yes,no,no
34917,yes,yes,no
34918,yes,no,no
34919,no,no,no
34920,yes,no,no
34921,yes,no,no
34922,no,yes,no
34923,no,no,no
34924,yes,no,no
34925,yes,yes,
34926,yes,no,no
34927,yes,no,no
34928,yes,no,
34929,no,no,no
34930,yes,no,no
34931,no,no,no
34932,no,no,
34933,yes,yes,no
34934,yes,no,no
34935,yes,no,no
34936,no,no,no
34937,no,no,no
34938,no,no,
34939,no,no,no
34940,yes,no,
34941,no,no,no
34942,yes,no,no
34943,yes,no,no
34944,no,no,no
34945,yes,no,no
34946,no,no,no
34947,yes,no,no
34948,yes,no,no
34949,no,no,no
34950,yes,no,no
34951,no,no,no
34952,yes,no,
34953,no,no,
34954,yes,no,
34955,no,no,
34956,no,no,no
34957,yes,no,no
34958,no,no,
34959,yes,no,no
34960,yes,no,no
34961,yes,no,
34962,no,no,no
34963,no,no,no
34964,yes,no,no
34965,no,no,no
34966,yes,no,no
34967,yes,no,no
34968,yes,no,
34969,yes,no,no
34970,,,no
34971,,,
34972,no,no,no
34973,yes,no,no
34974,yes,no,no
34975,no,no,no
34976,yes,no,
34977,yes,no,no
34978,yes,no,no
34979,yes,no,
34980,yes,no,no
34981,yes,no,no
34982,no,no,no
34983,yes,no,no
34984,yes,no,no
34985,,,no
34986,yes,no,no
34987,no,yes,no
34988,yes,no,no
34989,yes,no,no
34990,,,no
34991,yes,no,no
34992,yes,no,no
34993,no,no,no
34994,yes,no,
34995,yes,no,no
34996,yes,no,no
34997,yes,no,no
34998,yes,no,no
34999,yes,no,no
35000,yes,no,no
35001,yes,no,no
35002,no,yes,no
35003,yes,no,no
35004,yes,no,no
35005,yes,no,
35006,,,no
35007,yes,no,
35008,yes,yes,no
35009,no,no,
35010,no,no,no
35011,yes,no,no
35012,yes,no,no
35013,no,yes,
35014,yes,no,no
35015,yes,no,
35016,no,yes,no
35017,no,no,no
35018,yes,yes,no
35019,no,no,no
35020,no,no,no
35021,yes,no,
35022,no,no,no
35023,yes,yes,no
35024,no,no,no
35025,no,no,
35026,yes,no,no
35027,,,no
35028,yes,yes,
35029,no,no,no
35030,yes,no,no
35031,yes,no,no
35032,yes,no,no
35033,yes,yes,no
35034,no,no,no
35035,no,no,no
35036,yes,no,no
35037,,,no
35038,no,no,no
35039,no,no,no
35040,yes,no,no
35041,yes,no,no
35042,yes,no,no
35043,yes,no,
35044,yes,no,
35045,yes,no,no
35046,no,no,no
35047,no,yes,no
35048,no,no,no
35049,no,yes,no
35050,yes,no,no
35051,yes,no,no
35052,yes,no,no
35053,no,no,no
35054,yes,no,no
35055,no,yes,no
35056,no,no,no
35057,no,no,no
35058,no,no,no
35059,no,no,no
35060,no,no,no
35061,yes,no,no
35062,yes,yes,no
35063,yes,yes,no
35064,yes,no,no
35065,yes,yes,no
35066,yes,yes,no
35067,yes,no,no
35068,no,yes,no
35069,yes,no,
35070,yes,no,
35071,yes,no,no
35072,yes,no,no
35073,yes,no,
35074,no,no,
35075,yes,no,
35076,yes,no,no
35077,no,yes,no
35078,no,no,no
35079,no,no,no
35080,no,no,no
35081,yes,no,no
35082,no,no,no
35083,yes,no,no
35084,yes,no,no
35085,yes,no,no
35086,yes,no,no
35087,yes,no,no
35088,yes,no,
35089,,,no
35090,no,no,no
35091,yes,no,no
35092,,,no
35093,yes,no,no
35094,no,no,no
35095,yes,no,no
35096,no,no,no
35097,yes,no,no
35098,yes,no,no
35099,no,no,no
35100,no,yes,no
35101,no,no,
35102,no,no,no
35103,no,no,no
35104,yes,no,no
35105,no,no,no
35106,no,no,no
35107,yes,yes,no
35108,yes,no,no
35109,yes,no,no
35110,no,no,no
35111,,,no
35112,no,no,no
35113,no,no,no
35114,no,no,no
35115,yes,yes,no
35116,no,no,no
35117,yes,yes,no
35118,yes,no,no
35119,yes,no,no
35120,yes,no,
35121,yes,no,no
35122,no,no,
35123,yes,no,
35124,yes,yes,no
35125,yes,no,no
35126,yes,no,no
35127,yes,yes,no
35128,no,yes,
35129,yes,no,no
35130,no,no,no
35131,yes,yes,no
35132,yes,no,no
35133,yes,no,no
35134,no,no,no
35135,yes,no,
35136,no,yes,
35137,no,yes,no
35138,,,no
35139,no,no,no
35140,yes,no,no
35141,yes,no,no
35142,yes,no,no
35143,no,yes,no
35144,no,no,
35145,yes,no,no
35146,yes,no,no
35147,no,no,no
35148,yes,no,no
35149,yes,no,no
35150,yes,no,
35151,no,no,no
35152,no,yes,no
35153,no,no,no
35154,yes,no,no
35155,no,no,no
35156,yes,yes,no
35157,no,no,no
35158,yes,no,no
35159,yes,no,no
35160,no,no,
35161,yes,no,no
35162,no,no,no
35163,yes,no,no
35164,yes,no,no
35165,no,no,no
35166,yes,no,no
35167,no,no,no
35168,yes,no,no
35169,no,no,no
35170,yes,no,no
35171,yes,no,
35172,no,no,no
35173,yes,no,no
35174,yes,no,no
35175,yes,no,
35176,no,no,no
35177,yes,yes,no
35178,yes,no,
35179,yes,no,no
35180,no,yes,no
35181,no,no,no
35182,yes,no,no
35183,no,no,
35184,yes,no,
35185,yes,yes,no
35186,no,yes,
35187,no,no,no
35188,no,no,
35189,no,no,no
35190,yes,no,no
35191,yes,no,no
35192,yes,no,no
35193,yes,no,no
35194,yes,no,
35195,yes,no,
35196,yes,no,
35197,yes,no,no
35198,yes,no,
35199,yes,no,no
35200,no,no,
35201,no,no,no
35202,no,no,no
35203,no,no,no
35204,no,no,no
35205,yes,no,no
35206,no,no,no
35207,yes,no,no
35208,no,no,no
35209,yes,no,
35210,no,no,no
35211,yes,no,no
35212,no,no,no
35213,no,no,
35214,yes,no,no
35215,yes,no,
35216,no,no,no
35217,yes,yes,no
35218,yes,no,no
35219,yes,no,no
35220,no,yes,no
35221,no,yes,no
35222,no,no,no
35223,yes,no,no
35224,yes,no,
35225,yes,no,no
35226,yes,no,no
35227,yes,no,no
35228,no,no,
35229,yes,no,no
35230,no,no,no
35231,yes,no,no
35232,,,no
35233,yes,no,
35234,no,no,
35235,yes,no,no
35236,yes,no,no
35237,yes,no,no
35238,yes,no,no
35239,yes,no,no
35240,no,no,no
35241,no,no,no
35242,no,no,
35243,yes,no,no
35244,yes,no,no
35245,no,no,no
35246,no,no,no
35247,yes,no,no
35248,no,no,no
35249,no,no,no
35250,yes,no,no
35251,no,no,no
35252,no,no,no
35253,no,no,no
35254,no,no,no
35255,yes,no,no
35256,yes,no,no
35257,no,no,no
35258,no,no,no
35259,yes,no,no
35260,yes,yes,no
35261,no,no,no
35262,no,yes,no
35263,yes,no,
35264,yes,yes,no
35265,yes,yes,no
35266,yes,no,no
35267,yes,no,
35268,yes,no,no
35269,yes,yes,no
35270,yes,no,no
35271,yes,yes,no
35272,yes,no,no
35273,no,yes,no
35274,no,no,no
35275,yes,yes,no
35276,yes,no,no
35277,yes,yes,no
35278,yes,no,no
35279,yes,yes,no
35280,yes,yes,no
35281,no,no,no
35282,no,no,no
35283,yes,no,no
35284,,,no
35285,yes,no,no
35286,no,no,no
35287,no,no,no
35288,no,no,
35289,no,no,no
35290,yes,no,no
35291,yes,yes,no
35292,no,no,no
35293,no,no,
35294,yes,yes,no
35295,yes,yes,no
35296,yes,no,no
35297,no,no,no
35298,no,no,no
35299,yes,no,no
35300,no,yes,no
35301,no,no,
35302,yes,no,no
35303,yes,no,no
35304,no,no,no
35305,no,no,no
35306,no,no,no
35307,yes,no,
35308,yes,no,no
35309,yes,yes,no
35310,yes,yes,no
35311,no,no,no
35312,no,no,no
35313,yes,no,
35314,no,no,no
35315,no,no,no
35316,yes,no,no
35317,yes,yes,no
35318,yes,no,no
35319,yes,no,no
35320,no,no,no
35321,no,no,no
35322,yes,yes,no
35323,yes,no,no
35324,no,no,no
35325,no,no,no
35326,no,no,no
35327,yes,no,no
35328,yes,no,no
35329,yes,no,no
35330,no,no,no
35331,no,no,no
35332,no,no,no
35333,no,no,no
35334,yes,no,no
35335,yes,yes,no
35336,no,yes,no
35337,no,no,no
35338,yes,no,no
35339,no,no,no
35340,no,no,no
35341,yes,yes,no
35342,no,no,no
35343,no,no,no
35344,yes,no,no
35345,yes,yes,no
35346,no,no,no
35347,no,no,no
35348,yes,no,no
35349,no,yes,no
35350,yes,no,no
35351,yes,yes,no
35352,no,no,no
35353,yes,no,no
35354,no,no,no
35355,yes,no,
35356,yes,no,no
35357,yes,no,no
35358,yes,no,no
35359,yes,yes,
35360,yes,no,no
35361,yes,yes,no
35362,yes,no,no
35363,yes,no,no
35364,yes,no,no
35365,no,no,no
35366,yes,no,no
35367,no,no,no
35368,,,no
35369,yes,no,no
35370,no,no,no
35371,no,no,no
35372,yes,no,
35373,no,no,no
35374,yes,no,no
35375,yes,no,no
35376,no,no,
35377,no,no,no
35378,yes,no,no
35379,yes,yes,no
35380,yes,yes,no
35381,no,no,no
35382,no,no,
35383,yes,no,no
35384,no,no,no
35385,yes,yes,no
35386,no,no,
35387,yes,yes,no
35388,no,no,no
35389,no,no,no
35390,no,no,no
35391,no,no,
35392,yes,yes,no
35393,yes,no,no
35394,yes,yes,no
35395,yes,yes,no
35396,no,no,no
35397,yes,yes,no
35398,yes,no,no
35399,no,no,no
35400,no,no,no
35401,no,no,no
35402,no,no,no
35403,yes,no,no
35404,yes,no,no
35405,no,yes,no
35406,no,yes,no
35407,yes,no,no
35408,yes,no,
35409,yes,no,no
35410,no,yes,no
35411,yes,no,no
35412,yes,no,no
35413,no,no,
35414,no,no,no
35415,no,yes,no
35416,no,no,no
35417,no,yes,
35418,no,no,no
35419,yes,no,no
35420,yes,no,no
35421,yes,no,no
35422,yes,no,no
35423,yes,no,no
35424,no,no,no
35425,no,no,no
35426,no,no,
35427,no,no,no
35428,yes,no,no
35429,no,no,no
35430,no,no,no
35431,no,no,
35432,no,no,no
35433,yes,no,
35434,yes,no,no
35435,yes,yes,no
35436,yes,no,no
35437,yes,no,no
35438,,,no
35439,no,no,
35440,no,no,no
35441,yes,yes,no
35442,no,no,
35443,no,no,no
35444,yes,no,no
35445,yes,no,no
35446,yes,yes,
35447,no,no,no
35448,yes,no,no
35449,no,no,no
35450,yes,no,
35451,yes,yes,no
35452,no,no,no
35453,no,no,no
35454,yes,no,
35455,yes,no,no
35456,no,no,no
35457,yes,no,no
35458,yes,no,no
35459,yes,no,no
35460,no,no,no
35461,yes,no,no
35462,yes,no,
35463,yes,no,no
35464,yes,no,no
35465,yes,no,no
35466,yes,yes,no
35467,yes,no,no
35468,yes,no,no
35469,no,no,no
35470,yes,no,no
35471,yes,yes,no
35472,yes,yes,no
35473,no,no,no
35474,yes,no,no
35475,yes,no,
35476,yes,no,no
35477,yes,no,no
35478,yes,no,no
35479,yes,yes,
35480,yes,no,no
35481,yes,no,no
35482,no,no,no
35483,yes,no,no
35484,no,no,no
35485,no,no,no
35486,no,no,
35487,yes,yes,no
35488,yes,no,no
35489,yes,yes,
35490,yes,yes,no
35491,yes,no,no
35492,no,no,no
35493,yes,no,
35494,no,no,no
35495,no,no,no
35496,no,no,no
35497,yes,no,no
35498,yes,no,no
35499,no,no,no
35500,yes,no,no
35501,yes,no,no
35502,yes,no,no
35503,no,no,no
35504,no,no,no
35505,yes,no,no
35506,no,no,no
35507,,,no
35508,,,no
35509,no,no,no
35510,no,no,no
35511,yes,no,no
35512,no,no,no
35513,no,no,no
35514,no,no,no
35515,no,no,no
35516,yes,no,
35517,no,no,no
35518,yes,no,no
35519,no,no,
35520,yes,no,no
35521,yes,no,no
35522,yes,no,
35523,yes,no,no
35524,no,no,no
35525,no,no,
35526,yes,no,no
35527,yes,no,no
35528,yes,no,no
35529,no,no,no
35530,yes,no,no
35531,yes,no,no
35532,no,no,no
35533,no,no,no
35534,yes,no,no
35535,no,no,
35536,no,no,no
35537,no,no,no
35538,no,no,no
35539,no,no,no
35540,no,no,no
35541,yes,no,no
35542,no,no,no
35543,yes,no,no
35544,yes,no,no
35545,yes,no,no
35546,no,no,no
35547,yes,no,no
35548,yes,yes,no
35549,no,no,no
35550,yes,no,no
35551,no,no,no
35552,yes,no,no
35553,yes,no,no
35554,yes,no,no
35555,yes,no,
35556,yes,no,no
35557,no,no,no
35558,yes,no,no
35559,no,no,no
35560,no,no,no
35561,no,no,no
35562,yes,no,no
35563,yes,no,no
35564,no,yes,no
35565,no,no,no
35566,yes,no,no
35567,no,no,
35568,no,no,no
35569,yes,yes,no
35570,yes,no,no
35571,no,no,
